city,state,zip,grad year,linfield status,birthday,visit_date,entry_term,entry_type,recruiter_initials,offer_status,temp,recruited,visited_hs,commited_to,high_school,hs_address,hs_city,hs_state,hs_zip,hs_county,final_academic_interest,academic_field,acdemic_interest,position,Pos:  ATH,Pos:  DB,Pos:  DBC,Pos:  DBR,Pos:  DBS,Pos:  DE,Pos:  DL,Pos:  DT,Pos:  FB,Pos:  K,Pos:  LB,Pos:  LBS,Pos:  LBW,Pos:  LS,Pos:  OC,Pos:  OG,Pos:  OL,Pos:  OT,Pos:  P,Pos:  QB,Pos:  RB,Pos:  TE,Pos:  WR,height_feet,height_inches,height_in_inches,weight,rank,gpa,gpa_admissions,app_status,app_decision,app_decision_date,decision date no year,apply_date,apply_date_noyear,admissions_academic interest,linfield_grad_year,team_status,finished_football,id_type,recruited_final
,OR,,2023,,,,,,BE,,,,,,West Linn High School,5464 W A St,West Linn,OR,97068,Clackamas County,null,null,,ATH,ATH,,,,,,,,,,,,,,,,,,,,,,,6,1,73,205,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2023,,,,,,BE,,,,,,West Linn High School,5464 W A St,West Linn,OR,97068,Clackamas County,null,null,,"DE, TE",,,,,,DE,,,,,,,,,,,,,,,,TE,,6,3,75,225,1,null,,,,,,,,,null,null,null,recruit,TRUE
Valencia,CA,91381,2016,,,,,,,,,,,,West Ranch High School,26255 Valencia Blvd,Valencia,CA,91381,Los Angeles County,null,null,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,5,77,275,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2015,,,2/8/15,,,,,,,,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,null,null,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,1,73,210,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2022,,,,,,AB,,,,,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,185,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2023,,,,,,JS,Sent Graphic,,,,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,3,75,205,1,null,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2021,,,,,,AB,,,,,,Westlake High School,100 N Lakeview Canyon Rd,Westlake Village,CA,91362,Ventura County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,170,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2017,,,,,,JS;  PR,,,,,,Westview High School,4200 Nw 185th Ave,Portland,OR,97229,Washington County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,200,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2018,,,,,,PR,,,Yes,TRUE,,Westview High School,4200 Nw 185th Ave,Portland,OR,97229,Washington County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,220,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2022,,,,,,JS,,Warm,,,,Westview High School,4200 Nw 185th Ave,Portland,OR,97229,Washington County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,1,73,190,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2022,,,,,,JS,,Cold,,,,Westview High School,4200 Nw 185th Ave,Portland,OR,97229,Washington County,null,null,,LBW,,,,,,,,,,,,,LBW,,,,,,,,,,,,,0,,1,null,,,,,,,,,null,null,null,recruit,TRUE
,,,2021,,,,,,,Want to,Cold,,,,Wickenburg High School,1090 S Vulture Mine Rd,Wickenburg,AZ,85390,Maricopa County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,160,1,null,,,,,,,,,null,null,null,recruit,TRUE
Chandler,AZ,85249,2017,,8/5/99,,,,,Want to,,,,,Williams Field High School,2076 S Higley Rd,Gilbert,AZ,85295,Maricopa County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,1,73,260,1,null,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2017,,,,,,AB,,,,,,Williams Field High School,2076 S Higley Rd,Gilbert,AZ,85295,Maricopa County,null,null,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,0,72,225,1,null,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2017,,,,,,AB,Want to,,,,,Williams Field High School,2076 S Higley Rd,Gilbert,AZ,85295,Maricopa County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,170,1,null,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2017,,,,,,AB,,,,,,Williams Field High School,2076 S Higley Rd,Gilbert,AZ,85295,Maricopa County,null,null,,"TE, WR",,,,,,,,,,,,,,,,,,,,,,TE,WR,6,1,73,215,1,null,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2017,,,,,,AB,,,,,,Williams Field High School,2076 S Higley Rd,Gilbert,AZ,85295,Maricopa County,null,null,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,5,11,71,175,1,null,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2019,,,,,,AB,,Cold,,,,Willows High School,203 N Murdock Ave,Willows,CA,95988,Glenn County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,4,76,175,1,null,,,,,,,,,null,null,null,recruit,TRUE
Wilsonville,OR,,2017,1 of 2,,,,,AB;  JS,Send Offer,Cold,,,,Wilsonville High School,6800 Sw Wilsonville Rd,Wilsonville,OR,97070,Clackamas County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,4,76,200,1,null,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2022,Out,,,,,JS,,Cold,,,,Winston Churchill High School,1850 Bailey Hill Rd,Eugene,OR,97405,Lane County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,3,75,225,1,null,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2022,,,,,,AB,,,,,,Wood High School,Box 458,Wood,SD,57585,Mellette County,null,null,,"DBC, QB",,,DBC,,,,,,,,,,,,,,,,,QB,,,,6,0,72,180,1,null,,,,,,,,,null,null,null,recruit,TRUE
,WA,,2020,Out,,,,,AB;  BE,Sent Graphic,,,,Mon Tech,Woodinville High School,19819 136th Ave Ne,Woodinville,WA,98072,King County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,1,73,215,1,null,,,,,,,,,null,null,null,recruit,TRUE
Palmdale,CA,,,,,,,,,Want to,,,,,Highland High School,39055 25th St W,Palmdale,CA,93551,Los Angeles County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,5,77,205,1,4.6,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2021,Out,,,,,PR,Offered,,,,,Servite High School,1952 W La Palma Ave,Anaheim,CA,92801,Orange County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,1,73,180,1,4.6,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2021,,,,,,,,,,,,Shadow Ridge High  School,,,AZ,,0,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,2,74,250,1,4.5,,,,,,,,,null,null,null,recruit,TRUE
Redding,CA,96001,2021,Out,5/15/03,12/15/20,,,,Offered,Hot,,,,Shasta High School,2500 Eureka Way,Redding,CA,96001,Shasta County,Business,Business,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,6,0,72,190,1,4.46,,Awaiting Submission,,,,,,Business,null,null,null,recruit,TRUE
Vallejo,CA,94591,2017,,1/15/99,,,,,Want to,,,,,Saint Patrick Saint Vincent High School,1500 Benicia Rd,Vallejo,CA,94591,Solano County,Communications,Communications,Communication Arts,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,4,76,250,1,4.43,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2019,Out,,,,,PR,,,,,,Chaminade College Preparatory,7500 Chaminade Ave,West Hills,CA,91304,Los Angeles County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,170,1,4.4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2020,,,,,,,,,Yes,,,Christian Brothers High School,4315 Martin Luther King Blvd,Sacramento,CA,95820,Sacramento County,null,null,,"LB, LS, RB",,,,,,,,,,,LB,,,LS,,,,,,,RB,,,6,2,74,210,1,4.4,,,,,,,,,null,null,null,recruit,TRUE
,ID,,2023,,,,,,AB,,,,,,Eagle High School,574 Park Ln,Eagle,ID,83616,Ada County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,3,75,218,1,4.3191,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2017,,,,,,JS;  PR,Want to,,,,,Lutheran High Schl Orange Cnty,2222 N Santiago Blvd,Orange,CA,92867,Orange County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,2,74,220,1,4.3,,,,,,,,,null,null,null,recruit,TRUE
Anaheim,CA,,2020,,,,,,,,,,,,Mater Dei High School,1202 W Edinger Ave,Santa Ana,CA,92707,Orange County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,,,0,,1,4.3,,,,,,,,,null,null,null,recruit,TRUE
Needles,CA,92363,2016,,4/24/98,,,,,,,,,,Needles High School,1900 Erin Dr,Needles,CA,92363,San Bernardino County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,195,1,4.3,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2023,,10/19/04,,,,JS,Sent Graphic,,,,,North Medford High School,1900 N Keene Way Dr,Medford,OR,97504,Jackson County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,,,0,,1,4.3,,,,,,,,,null,null,null,recruit,TRUE
Pleasant Hill,CA,94523,2021,,2/23/03,,,,,,,,,,De La Salle High School,1130 Winton Dr,Concord,CA,94518,Contra Costa County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,5,8,68,145,1,4.28,,,,,,,,,null,null,null,recruit,TRUE
,,,2023,,,,,,WH,,,,,,Saint Francis High School,1885 Miramonte Ave,Mountain View,CA,94040,Santa Clara County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,195,1,4.27,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2019,,,,,,AB;  PR,,,,,,Chaminade College Preparatory,7500 Chaminade Ave,West Hills,CA,91304,Los Angeles County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,165,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
Brush Prairie,WA,98606,2020,,8/2/01,,,,JS,Sent Both,Cold,,,,Hockinson High School,16819 Ne 159th St,Brush Prairie,WA,98606,Clark County,English Literature,Liberal Arts,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,4,76,260,1,4.2,,,,,,,,Creative Writing,null,null,null,recruit,TRUE
,CA,,2020,Out,,,,,,Sent Graphic,Warm,,TRUE,,Jesuit High School,1200 Jacob Ln,Carmichael,CA,95608,Sacramento County,null,null,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,2,74,265,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2017,?,,,,,JS,Want to,,,,,Mission Viejo High School,25025 Chrisanta Dr,Mission Viejo,CA,92691,Orange County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,9,69,185,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,,,2017,,,,,,,,,,,,Newport Harbor High School,600 Irvine Ave,Newport Beach,CA,92663,Orange County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,6,2,74,202,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
El Dorado Hills,CA,95762,2017,,3/1/99,,,,AB;  JS,Want to,,,,,Oak Ridge High School,1120 Harvard Way,El Dorado Hills,CA,95762,El Dorado County,Business,Business,Business,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,11,71,186,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
Palo Alto,CA,,2020,,2/14/02,,,,,,,,,,Palo Alto Senior High School,50 Embarcadero Rd,Palo Alto,CA,94301,Santa Clara County,Business,Business,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,0,72,185,1,4.2,,,,,,,,Business,null,null,null,recruit,TRUE
,,,2019,,,,,,,,,,,,San Juan Hills High School,29211 Vista Montana,San Juan Capo,CA,92675,Orange County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,185,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2021,,,,,,AB,,,,,,Sierra Canyon School,20801 Rinaldi St,Chatsworth,CA,91311,Los Angeles County,null,null,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,5,11,71,180,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2017,,,,,,,,,,,,Sunset High School,13840 Nw Cornell Rd,Portland,OR,97229,Washington County,Engineering,Engineering,Engineering/Business,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,0,72,215,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2022,,,,,,JS,,Cold,,,,Tigard Senior High School,9000 Sw Durham Rd,Tigard,OR,97224,Washington County,null,null,,"DE, TE",,,,,,DE,,,,,,,,,,,,,,,,TE,,6,1,73,225,1,4.2,,,,,,,,,null,null,null,recruit,TRUE
,,,2023,,,,,,WH,,,,,,St. Ignatius College Prep,2001 37th Avenue,San Francisco,CA,94116,San Francisco County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,6,0,72,205,1,4.18,,,,,,,,,null,null,null,recruit,TRUE
San Diego,CA,,2020,,,,,,,,,,,,Scripps Ranch High School,10410 Falcon Way,San Diego,CA,92131,San Diego County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,5,10,70,160,1,4.15,,,,,,,,,null,null,null,recruit,TRUE
Ripon,CA,95366,2021,Out,9/28/02,12/8/20,,,AB;  GM,Offered,Hot,,,,Ripon Christian High School,435 Maple Ave,Ripon,CA,95366,San Joaquin County,Biochemistry,Sciences,Biochemistry and Molecular Biology,"ATH, WR",ATH,,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,165,1,4.13,,Awaiting Submission,,,,,,Biochemistry and Molecular Biology,null,null,null,recruit,TRUE
Spanaway,WA,98387,2020,,1/13/02,,,,AB,,Cold,,TRUE,,Graham-Kapowsin High School,22100 108th St,Graham,WA,98338,Pierce County,Business,Business,Business,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,3,75,265,1,4.12,,,,,,,,Business,null,null,null,recruit,TRUE
danville,CA,,2020,,,,,,,,,,,,Monte Vista High School,3131 Stone Valley Rd,Danville,CA,94526,Contra Costa County,Undecided,Undecided,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,0,72,185,1,4.12,,,,,,,,Undecided,null,null,null,recruit,TRUE
,,,2023,,,,,,WH,,,,,,Los Gatos High School,20 High School Ct,Los Gatos,CA,95030,Santa Clara County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,5,11,71,180,1,4.11,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2020,,,,,,,,,,TRUE,,Placer High School,275 Orange St,Auburn,CA,95603,Placer County,null,null,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,6,4,76,270,1,4.11,,,,,,,,,null,null,null,recruit,TRUE
Harrison,ID,83833,2021,Out,,,,,AB,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,1,73,170,1,4.1,,,,,,,,,null,null,null,recruit,TRUE
Tarzana,CA,91356,2020,Out,1/29/02,,,,,Sent Graphic,Warm,,,,Crespi Carmelite High School,5031 Alonzo Avenue,Encino,CA,91316,Los Angeles County,Sports Management,Business,,"DE, TE",,,,,,DE,,,,,,,,,,,,,,,,TE,,6,3,75,220,1,4.1,,Awaiting Submission,,,,,,Sport Management,null,null,null,recruit,TRUE
,HI,,2020,Out,5/5/02,,,,GM,,,,TRUE,,James Campbell High School,91-980 North Rd,Ewa Beach,HI,96706,Honolulu County,Elementary Education,Education,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,190,1,4.1,,,,,,,,Education Elementary,null,null,null,recruit,TRUE
,,,2016,,,,,,,,,,,,Piedmont High School,800 Magnolia Ave,Piedmont,CA,94611,Alameda County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,6,0,72,200,1,4.1,,,,,,,,,null,null,null,recruit,TRUE
Coeur d’Alene,ID,83814,2021,Out,7/31/02,,,,AB,,Cold,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,Finance,Business,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,2,74,185,1,4.095,,Awaiting Submission,,,,,,Finance,null,null,null,recruit,TRUE
Lake Oswego,OR,97034,2022,,1/17/04,,,,JS,Offered,Warm,,,,Central Catholic High School,2401 Se Stark St,Portland,OR,97214,Multnomah County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,10,70,180,1,4.09,,,,,,,,,null,null,null,recruit,TRUE
,,,2023,,,,,,WH,,,,,,Menlo School,College Counseling Office,Atherton,CA,94027,San Mateo County,null,null,,"DBS, WR",,,,,DBS,,,,,,,,,,,,,,,,,,WR,6,2,74,185,1,4.08,,,,,,,,,null,null,null,recruit,TRUE
Bend,OR,97702,2016,,8/14/98,,,,,,,,,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,4,76,230,1,4.05,,,,,,,,,null,null,null,recruit,TRUE
Sparks,NV,89431,2016,,2/26/98,,,,,,,,,,Edward C Reed High School,1350 Baring Blvd,Sparks,NV,89434,Washoe County,Pre-Engineering,Engineering,Pre-Engineering and Business Administration,OC,,,,,,,,,,,,,,,OC,,,,,,,,,6,3,75,260,1,4.044,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2020,Out,,,,,,Sent Graphic,Cold,,TRUE,,Granite Bay High School,1 GRIZZLY WAY,GRANITE BAY,CA,95746,Placer County,null,null,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,6,2,74,230,1,4.02,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2020,,,,,,AB;  GM,,,,,,Banks High School,13050 Nw Main St,Banks,OR,97106,Washington County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,3,75,220,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2017,,,,,,JS;  PR,,,,,,Beaverton High School,13000 Sw 2nd St,Beaverton,OR,97005,Washington County,Chemical Engineering,Engineering,Chemical Engineering,LBW,,,,,,,,,,,,,LBW,,,,,,,,,,,6,1,73,200,1,4,,,,,,,,,null,null,null,recruit,TRUE
,,,2023,,,,,,WH,Sent Graphic,,,,,Bellarmine College Preparatory,960 W Hedding St,San Jose,CA,95126,Santa Clara County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,11,71,190,1,4,,,,,,,,,null,null,null,recruit,TRUE
BREA,CA,92821,2019,,,,,,,,,,,,Brea Olinda High School,789 Wildcat Way,Brea,CA,92821,Orange County,null,null,,"ATH, WR",ATH,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,170,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2018,,,,,,PR,,Cold,Yes,TRUE,,Brea Olinda High School,789 Wildcat Way,Brea,CA,92821,Orange County,null,null,,"ATH, DBC",ATH,,DBC,,,,,,,,,,,,,,,,,,,,,5,10,70,150,1,4,,,,,,,,,null,null,null,recruit,TRUE
Gilbert,AZ,85233,2022,,,,,,,,,,,,Campo Verde High School,3870 S Quartz St,Gilbert,AZ,85297,Maricopa County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,180,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2017,,,,,,JS,,,,,,Canby High School,721 Southwest Fourth,Canby,OR,97013,Clackamas County,null,null,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,6,3,75,280,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2022,,,,,,BE,,,,,,Carlsbad High School,3557 Lancer Way,Carlsbad,CA,92008,San Diego County,null,null,,"LB, TE",,,,,,,,,,,LB,,,,,,,,,,,TE,,6,3,75,220,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2019,Out,9/19/00,,,,JS,,Cold,,,GFU,Cascade Christian High School,855 Chevy Way,Medford,OR,97504,Jackson County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,,,0,,1,4,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2022,,,,,,AB,Want to,,,,,Central High School,4525 N Central Ave,Phoenix,AZ,85012,Maricopa County,null,null,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,6,0,72,,1,4,,,,,,,,,null,null,null,recruit,TRUE
Pinson,AL,35126,2019,,10/24/00,,,,AB,,,,,,Clay-Chalkville High School,6623 Roe Chandler Rd,Pinson,AL,35126,Jefferson County,Pre-Veterinary Medicine,Sciences,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,1,4,,,,,,,,Pre-Veterinary Medicine,null,null,null,recruit,TRUE
Elk Grove,CA,,2019,,,,,,GM,,,,,,Cosumnes Oaks High School,8350 Lotz Pkwy,Elk Grove,CA,95757,Sacramento County,null,null,,"DB, RB",,DB,,,,,,,,,,,,,,,,,,,RB,,,5,6,66,155,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2017,,,,,,AB,,,,,,Del Oro High School,3301 Taylor Rd,Loomis,CA,95650,Placer County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,9,69,185,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2017,,,,,,AB,,,,,,Del Oro High School,3301 Taylor Rd,Loomis,CA,95650,Placer County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,4,76,190,1,4,,,,,,,,,null,null,null,recruit,TRUE
,AZ,,2017,,,,,,AB,,,,,,Desert Mountain High School,12575 E Via Linda,Scottsdale,AZ,85259,Maricopa County,null,null,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,0,72,205,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2016,,,,,,AB,,,,,,Foothill(Tustin),,,,,#N/A,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,4,76,260,1,4,,,,,,,,,null,null,null,recruit,TRUE
HEMET,CA,92544,2020,?,,,,,AB,,Luke,,,,Hemet High School,41701 Stetson Ave,Hemet,CA,92544,Riverside County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,5,77,215,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2023,,,,,,JS,,,,,,Jesuit High School,9000 Sw Beaverton Hillsdale,Portland,OR,97225,Washington County,null,null,,"DB, RB, WR",,DB,,,,,,,,,,,,,,,,,,,RB,,WR,6,4,76,195,1,4,,,,,,,,,null,null,null,recruit,TRUE
Kahuku,HI,,2019,,,,,,,,,,,,Kahuku High School,56-490 Kamehameha Hwy,Kahuku,HI,96731,Honolulu County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,1,73,200,1,4,,,,,,,,,null,null,null,recruit,TRUE
Lemoore,CA,93245,2020,Out,5/17/02,2/15/20,,,AB,,Warm,,,,Lemoore Union High School,101 E Bush St,Lemoore,CA,93245,Kings County,null,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,4,76,225,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2019,,,,,,JS,,,,TRUE,,Liberty High School,21945 Nw Wagon Way,Hillsboro,OR,97124,Washington County,null,null,,"DBS, WR",,,,,DBS,,,,,,,,,,,,,,,,,,WR,6,1,73,180,1,4,,,,,,,,,null,null,null,recruit,TRUE
Coos Bay,OR,97420,2022,Out,8/21/03,,,,JS,,Cold,,,,Marshfield Senior High School,S 10th & Ingersoll St,Coos Bay,OR,97420,Coos County,Economics,Business,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,3,75,185,1,4,,Awaiting Submission,,,,,,Economics,null,null,null,recruit,TRUE
Kihei,HI,96753,2017,,,,,,,,,,,,Maui High School,660 Lono Ave,Kahului,HI,96732,Maui County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,74,208,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2017,,,,,,,Want to,,,,,Mcnary Senior High School,595 Chemawa Rd N,Keizer,OR,97303,Marion County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,4,76,240,1,4,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2020,Out,4/10/02,,,,BE,Sent Graphic,,Yes,TRUE,,Mcnary Senior High School,595 Chemawa Rd N,Keizer,OR,97303,Marion County,Pre-Pharmacy,Sciences,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,4,76,215,1,4,,,,,,,,Pre-Pharmacy,null,null,null,recruit,TRUE
Port Orchard,WA,98366,2017,,,,,,,Want to,,,,,Miller Home Academy,2913 SE Forest Villa Ct.,Port Orchard,WA,98366,Kitsap County,Exercise Science,Exercise Science,Exercise Science,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,3,75,290,1,4,,,,,,,,,null,null,null,recruit,TRUE
Olympia,WA,98506,2017,,12/21/98,,,,GM;  JS,Offered,,,,,Olympia High School,1302 North St Se,Olympia,WA,98501,Thurston County,Accounting,Business,Accounting,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,11,71,190,1,4,,,,,,,,,null,null,null,recruit,TRUE
Rocklin,CA,95765,2019,Out,,,,,AB,,Luke,Yes,,Montana Tech,Rocklin High School,5301 Victory Lane,Rocklin,CA,95765,Placer County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,190,1,4,,,,,,,,,null,null,null,recruit,TRUE
,ID,,2022,,10/30/03,,,,AB,,,,,,Rocky Mountain High School,5450 N Linder Rd,Meridian,ID,83646,Ada County,null,null,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,5,10,70,170,1,4,,,,,,,,,null,null,null,recruit,TRUE
Meridian,ID,83646,2021,,5/30/02,,,,AB,,,,,,Rocky Mountain High School,5450 N Linder Rd,Meridian,ID,83646,Ada County,Pre-Medicine,Sciences,Pre-Medicine,"ATH, DBS, LBW",ATH,,,,DBS,,,,,,,,LBW,,,,,,,,,,,6,0,72,205,1,4,,,,,,,,Pre-Medicine,null,null,null,recruit,TRUE
,ID,,2023,,10/26/04,,,,AB,,,,,,Sandpoint High School,410 S Division Ave,Sandpoint,ID,83864,Bonner County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,195,1,4,,,,,,,,,null,null,null,recruit,TRUE
,CA,,2020,?,,,,,PR,Want to,Luke,,,,Santiago High School,1395 Foothill Pkwy,Corona,CA,92881,Riverside County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,1,73,220,1,4,,,,,,,,,null,null,null,recruit,TRUE
Rossmoor,CA,,2018,,,,,,PR,,,Yes,TRUE,,Servite High School,1952 W La Palma Ave,Anaheim,CA,92801,Orange County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,,,0,,1,4,,,,,,,,,null,null,null,recruit,TRUE
